pctChg1,pctChg2,pctChg3,pctChg4,pctChg5,pctChg6,pctChg7,pctChg8,pctChg9,pctChg10,pctChg11,pctChg12,pctChg13,pctChg14
3.484,1.453,-0.975,-4.111,-3.989,0.512,-0.916,6.518,-1.377,3.983,1.469,-0.097,1.563,5.972
